TI,AU,DO,YR,Title Screen,Abstract Screen,Data Screen,Data Extracted
high rates of transmission of drug-resistant hiv in aruba resulting in reduced susceptibility to the who recommended first-line regimen in nearly half of newly diagnosed hiv-infected patients,Hofstra LM,10.1093/cid/cix056,2017,NR,,,
high replication fitness and transmission efficiency of hiv-1 subtype c from india: implications for subtype c predominance,Rodriguez MA,10.1016/j.virol.2008.12.025,2009,NR,,,
high resolution analysis of hiv-1 quasispecies in the brain,Monken CE,,1995,NR,,,
high viremia and low level of transmitted drug resistance in anti-retroviral therapy-naive perinatally-infected children and adolescents with hiv-1 subtype c infection,Neogi U,10.1186/1471-2334-12-317,2012,NR,,,
high-resolution solution structure of siamycin ii: novel amphipathic character of a 21-residue peptide that inhibits hiv fusion,Constantine KL,,1995,NR,,,
"high-risk behaviours in men from bogota, colombia and the spread of hiv",Miguez-Burbano MJ,10.1258/0956462011924245,2001,NR,,,
high-sequence diversity and rapid virus turnover contribute to higher rates of coreceptor switching in treatment-experienced subjects with hiv-1 viremia,Nedellec R,10.1089/AID.2016.0153,2017,NR,,,
higher homologous and lower cross-reactive gag-specific t-cell responses in human immunodeficiency virus type 2 (hiv-2) than in hiv-1 infection,Jennes W,10.1128/JVI.00027-08,2008,NR,,,
higher levels of zidovudine resistant hiv in the colon compared to blood and other gastrointestinal compartments in hiv infection,van Marle G,10.1186/1742-4690-7-74,2010,NR,,,
higher risk of sexually acquired hcv coinfection in msm with wide hiv transmission bottleneck,Kouyos RD,,2014,NR,,,
higher selection pressure from antiretroviral drugs in vivo results in increased evolutionary distance in hiv-1 pol,Gunthard HF,10.1006/viro.1999.9774,1999,NR,,,
estimation of hiv-1 transmission during recent infection in switzerland,Marzel A,,2015,NR,,,
highly active antiretroviral therapy and adverse birth outcomes among hiv-infected women in botswana,Chen,10.1093/infdis/jis553,2012,NR,,,
highly divergent subtypes and new recombinant forms prevail in the hiv/aids epidemic in angola: new insights into the origins of the aids pandemic,Bartolo I,10.1016/j.meegid.2008.05.003,2009,NR,,,
highly diversified multiply drug-resistant hiv-1 quasispecies in pbmcs: a case report,Quan Y,10.1186/1742-4690-5-43,2008,NR,,,
histone deacetylase (hdac) and histone acetyltransferase (hat) inhibitors have opposing effects on cellular susceptibility to hiv infection,Lucera MB,,2015,NR,,,
hiv / aids and the young: three studies in southern africa,Mutangadura G,,1998,NR,,,
human immunodeficiency virus type-1 (hiv-1) subtypes in jamaica,Heslop OD,,2005,NR,,,
"hiv among female sex workers in the central asian republics, afghanistan, and mongolia: contexts and convergence with drug use (special issue: hiv and people who use drugs in central asia: confronting the perfect storm)",Baral,10.1016/j.drugalcdep.2013.07.004,2013,NR,,,
hiv among gay and other men who have sex with men in latin america and the caribbean: a hidden epidemic?,Caceres CF,10.1097/00002030-200212003-00005,2002,NR,,,
hiv and aids programming for people with disabilities on antiretroviral therapy (art) in zambia,Chibuye D,10.1136/sextrans-2015-052270.619,2015,NR,,,
hiv and infant feeding in malawi: public health simplicity in complex social and cultural contexts,Chinkonde JR,,2012,NR,,,
hiv and smallpox [3] (multiple letters),Gruters RA,,2005,NR,,,
hiv and sti behavioural surveillance among men who have sex with men in europe,Elford J,10.2807/ese.14.47.19414-en,2009,NR,,,
hiv and syphilis,Mayer K,10.1016/j.ijid.2016.02.195,2016,NR,,,
hiv antibody testing in the antenatal clinic: the views of the consumers,Meadows J,,1993,NR,,,
hiv antiretroviral resistance and transmission in mother-infant pairs enrolled in a large perinatal study,Yeganeh N,10.1093/ofid/ofxl62.039,2017,NR,,,
hiv as social and ecological experience,King B,10.1016/j.socscimed.2018.04.015,2018,NR,,,
hiv behavioral research online,Chiasson MA,10.1007/s11524-005-9008-3,2006,NR,,,
hiv care for latin american patients in london: recognising the diversity and complex needs of this minority ethnic group: a service evaluation,Hart MM,10.1136/sextrans-2016-052707,2016,NR,,,
hiv copd: exploring the role of host recognition and response to the lung microbiome in pulmonary disease,Dunlap DG,,2019,NR,,,
hiv diversity and drug resistance from plasma and non-plasma analytes in a large treatment program in western kenya,Kantor R,,2014,NR,,,
hiv diversity and genetic compartmentalization in blood and testes during suppressive antiretroviral therapy,Miller RL,10.1128/JVI.00755-19,2019,NR,,,
hiv dna is frequently present within pathologic tissues evaluated at autopsy from combined antiretroviral therapy-treated patients with undetectable viral loads,Lamers SL,10.1128/JVI.00674-16,2016,NR,,,
"hiv drug resistance abstracts of the 5th international workshop, held 3-6 july 1996, whistler, canada",,,1996,NR,,,
hiv drug resistance among naive hiv-infected patients in iran,Farrokhi M,10.4103/jrms.JRMS_689_18,2019,NR,,,
hiv drug resistance in adults receiving early vs delayed antiretroviral therapy: hptn 052,Palumbo PJ,10.1097/QAI.0000000000001623,2018,NR,,,
hiv drug resistance mutations: identifying variants most likely to generate large transmission clusters,Wagner BG,,2011,NR,,,
hiv drug resistance surveillance among jamaican men who have sex with men should be prioritized for reducing hiv transmission,Collins-Fairclough AM,10.1089/aid.2015.0040,2015,NR,,,
hiv envelop proteins immunization effect in hu-scid mice model,Bychenko A,10.1089/aid.2011.1502,2011,NR,,,
hiv epidemic -- a global update excerpts from the un world aids day report,Anonymous,,1998,NR,,,
hiv epidemic heterogeneity in zimbabwe: evidence from successive demographic and health surveys,Oseni Z,10.1017/S0021932017000657,2018,NR,,,
hiv epidemic in asia: implications for hiv vaccine and other prevention trials,Phanuphak N,10.1089/aid.2015.0049,2015,NR,,,
hiv evolution: ctl escape mutation and reversion after transmission,Leslie AJ,10.1038/nm992,2004,NR,,,
hiv full-replication technology for identification of novel hiv inhibitors from multiple sources,Kremb S,10.1016/j.antiviral.2011.03.046,2011,NR,,,
hiv genotyping and phylogenetic analysis in the system of virological monitoring of hiv infection,Peksheva OY,10.17691/stm2019.11.4.17,2019,NR,,,
"hiv genotyping and phylogenetics in the hptn 071 (popart) study: validation of a high-throughput sequencing assay for viral load quantification, genotyping, resistance testing and high-resolution transmission networking",Bonsall D,10.1002/jia2.25148,2018,NR,,,
hiv health center affiliation networks of black men who have sex with men: disentangling fragmented patterns of hiv prevention service utilization,Schneider JA,10.1097/OLQ.0b013e3182515cee,2012,NR,,,
hiv heterogeneity and proximity of homestead to roads in rural south africa: an exploration using a geographical information system,Tanser F,10.1046/j.1365-3156.2000.00513.x,2000,NR,,,
hiv heterosexual sexual risk from injecting drug users among hiv-seronegative noninjecting heroin users (special issue: the new york hiv-drug use epidemic: lessons learned and unresolved issues),Neaigus,10.3109/10826084.2011.521473,2011,NR,,,
"hiv in east london: ethnicity, gender and risk design and methods",Elford J,10.1186/1471-2458-6-150,2006,NR,,,
hiv in nsw in 2010: sustaining success in an evolving epidemic,O'Donnell D,,2010,NR,,,
"hiv incidence among men who have sex with men and transgender women in tijuana, mexico",Skaathun B,10.1002/jia2.25327,2019,NR,,,
hiv increases hbv replication through exosome induction and mx1 regulation,Lin W,,2019,NR,,,
hiv infection,Britton CB,,1993,NR,,,
hiv infection among ethnic minority and migrant men who have sex with men in britain,Elford J,10.1097/OLQ.0b013e31825c8018,2012,NR,,,
"hiv infection among long-distance truck drivers in delhi, india",Singh,,1993,NR,,,
hiv infection among us army and air force military personnel: sociodemographic and genotyping analysis,Singer DE,10.1089/aid.2009.0289,2010,NR,,,
hiv infection in injection drug users: an immunological paradox?,Bongertz V,,2006,NR,,,
"hiv infection in men who have sex with men, new york city department of health sexually transmitted disease clinics, 1990-1999: a decade of serosurveillance finds that racial disparities and associations between hiv and gonorrhea persist",Torian LV,10.1097/00007435-200202000-00002,2002,NR,,,
hiv infection in patients with sexually transmitted infections in zimbabwe - results from the zimbabwe sti etiology study,Kilmarx PH,10.1371/journal.pone.0198683,2018,NR,,,
hiv infection in the caribbean,Wheeler VW,,1994,NR,,,
hiv infection reveals widespread expansion of novel centromeric human endogenous retroviruses,Contreras-Galindo R,10.1101/gr.144303.112,2013,NR,,,
hiv inhibitory activity from papua new guinean medicinal plants,Pond CD,10.1055/s00351556333,2015,NR,,,
hiv integration site analysis of cellular models of hiv latency with a probe-enriched next-generation sequencing assay,Sunshine S,10.1128/JVI.01617-15,2016,NR,,,
hiv inter-subtype recombination - consequences for the epidemic,Salminen M,,2000,NR,,,
"hiv is hiv to me': the meanings of treatment, viral load and reinfection for gay men living with hiv",Davis MDM,10.1080/13698570210288,2002,NR,,,
hiv maintains an evolving and dispersed population in multiple tissues during suppressive combined antiretroviral therapy in individuals with cancer,Rose R,10.1128/JVI.00684-16,2016,NR,,,
hiv migration between blood plasma and cellular subsets before and after hiv therapy,Choi JY,10.1002/jmv.24375,2016,NR,,,
hiv molecular epidemiology and transmitted drug resistance in the mesoamerican region,Garcia-Morales C,,2015,NR,,,
hiv networks; regional experience of developing new models of care,Rutland E,10.1111/hiv.12265,2015,NR,,,
hiv neutralizing antibody sensitivity/ resistance signatures and applications,Korber B,10.1089/aid.2016.5000.abstracts,2016,NR,,,
estimation of stratified mark-specific proportional hazards models under two-phase sampling with application to hiv vaccine efficacy trials,Yang G,10.1007/s12561-016-9177-5,2017,NR,,,
hiv patients with protease inhibitor mutations: identification of novel gag mutations and changes in utr rna structure using ultra-deep sequencing,Chanqueo L,10.1111/hiv.12027,2013,NR,,,
"hiv persistence in the setting of antiretroviral therapy: when, where and how does hiv hide?",Kulpa DA,,2015,NR,,,
hiv persistence on antiretroviral therapy and barriers to a cure,Marsh Sung J,10.1007/978-981-13-0484-2_7,2018,NR,,,
"hiv phylodynamics in north carolina: detecting ""active"" clusters for intervention",Dennis AM,,2016,NR,,,
"hiv phylogenetic analysis sheds light on transmission linkages in young women in high hiv burden districts in kwazulu-natal, south africa",De Oliveira T,10.7448/IAS.19.6.21264,2016,NR,,,
hiv phylogenetics: lessons for hiv prevention,Fraser C,,2015,NR,,,
hiv prevalence and behavioral and psychosocial factors among transgender women and cisgender men who have sex with men in 8 african countries: a cross-sectional analysis,Poteat T,10.1371/journal.pmed.1002422,2017,NR,,,
"hiv prevalence and phylogenetic characteristics among entry travelers in xishuangbanna prefecture, yunnan province, between 2003 and 2012",Wang B,10.1002/jmv.24740,2017,NR,,,
ethical considerations in determining standard of prevention packages for hiv prevention trials: examining prep,Haire B,10.1111/dewb.12032,2013,NR,,,
hiv prevalence in pregnant women in an ethnically diverse population in the uk: 1998-2002,Cortina-Borja M,10.1097/00002030-200402200-00021,2004,NR,,,
hiv prevention based on phylodynamics of the montreal msm epidemic,Brenner BG,,2013,NR,,,
hiv prevention research & development funding trends 2016-2017: investing to end the epidemic as a public health threat,Riaz F,10.1089/aid.2018.5000.abstracts,2018,NR,,,
hiv protease resistance and viral fitness,Nijhuis M,10.1097/COH.0b013e32801682f6,2007,NR,,,
hiv recombination: what is the impact on antiretroviral therapy?,Fraser C,,2005,NR,,,
hiv resistance to antiretroviral drugs in treated and treatment-naive patients in clinics using national guidelines for art in the democratic republic of congo,Muwonga J,,2009,NR,,,
