TI,AU,DO,YR,Title Screen,Abstract Screen,Data Screen,Data Extracted,,,,
short communication: high polymorphism rates in the hr1 and hr2 gp41 and presence of primary resistance-related mutations in hiv type 1 circulating in brazil: possible impact on enfuvirtide efficacy,Teixeira C,10.1089/aid.2008.0297,2010,NR,,0,,,,,
"short communication: molecular epidemiology of hiv type 1 in the republic of dagestan, russian federation: virtually uniform circulation of subtype a, former soviet union variant, with predominance of the v77ipr subvariant",Vinogradova A,10.1089/aid.2009.0205,2010,NR,,0,,,,,
socioeconomic position and hiv risk-relevant behavior among lower-income heterosexuals in san francisco,Arnold MP,10.1007/s10461-009-9665-4,2010,NR,,0,,,,,
sources of human immunodeficiency virus and sexually transmitted disease information and responses to prevention messages among massachusetts men who have sex with men,Mimiaga MJ,10.4278/ajhp.08042841,2010,NR,,0,,,,,
spatial and socio-behavioral patterns of hiv prevalence in the democratic republic of congo,Messina JP,10.1016/j.socscimed.2010.07.025,2010,NR,,0,,,,,
strategies for eliciting hiv-1 inhibitory antibodies,Tomaras GD,10.1097/COH.0b013e32833d2d45,2010,NR,,0,,,,,
the anti-hiv actions of 7- and 10-substituted camptothecins,Li YuYe,10.3390/molecules15010138,2010,NR,,0,,,,,
stratification by hiv-1 subtype does not eliminate systematic geographical variation,Huang A,,2010,NR,,0,,,,,
tetherin restricts direct cell-to-cell infection of hiv-1,Kuhl BD,10.1186/1742-4690-7-115,2010,NR,,0,,,,,
"the context and impact of hiv and aids in chiang rai, thailand: a study of youth and young adults",Jongsthapongpanth,10.1080/00045600903364176,2010,NR,,0,,,,,
the dominance of hiv epitope-specific t cell clonotypes is not altered by anti-retroviral therapy,Ramalingam RK,10.1089/aid.2010.9998,2010,NR,,0,,,,,
the development of antiretroviral therapy and its impact on the hiv-1/aids pandemic (special issue: twenty-five years of antiretroviral drug development: progress and prospects),Broder,10.1016/j.antiviral.2009.10.002,2010,NR,,0,,,,,
the effect of transmitted hiv-1 drug resistance on pre-therapy viral load,Harrison L,10.1097/QAD.0b013e32833c1d93,2010,NR,,0,,,,,
the effects of national and international hiv/aids funding and governance mechanisms on the development of civil-society responses to hiv/aids in east and southern africa (special issue: the social context of community mobilization: foundations for success or failure),Kelly,10.1080/09540121.2010.524191,2010,NR,,0,,,,,
"the entry efficiency of transmitted hiv-1 variants from mbeya, tanzania plays a role in disease progression",Nofemela A,10.1089/aid.2010.9998,2010,NR,,0,,,,,
the evolution of hiv-1 diversity in rural cameroon and its implications in vaccine design and trials,Powell R,,2010,NR,,0,,,,,
"the epidemic of hiv infection and aids promotion of testing, and innovative strategies",Suligoi,,2010,NR,,0,,,,,
"the epidemic of hiv infection and aids, promotion of testing, and innovative strategies",Suligoi B,10.4415/ANN-10-01-03,2010,NR,,0,,,,,
the frequency of hiv-1 specific cellular immune responses in seronegative individuals with parenteral or heterosexual hiv-1 exposure,Murashev BV,10.1089/aid.2010.9998,2010,NR,,0,,,,,
the hiv-infected adolescent,Ross,10.1007/s11908-009-0077-4,2010,NR,,0,,,,,
the genetics of hiv resistance in exposed uninfected haemophilia a patients: an update on the chavi 014 protocol,Dorrell L,10.1111/j.1365-2516.2010.02201.x,2010,NR,,0,,,,,
the in vivo evolution of gag mutations during the early phase of hiv-1 subtype c infection,Novitsky V,10.1089/aid.2010.9998,2010,NR,,0,,,,,
the hiv-1 subtype c epidemic in south america is linked to the united kingdom,de Oliveira T,10.1371/journal.pone.0009311,2010,NR,,0,,,,,
the multiple facets of hiv attachment to dendritic cell lectins,Tsegaye TS,10.1111/j.1462-5822.2010.01519.x,2010,NR,,0,,,,,
the potential global market size and public health value of an hiv-1 vaccine in a complex global market,Marzetta CA,10.1016/j.vaccine.2010.04.098,2010,NR,,0,,,,,
the non-nucleoside reverse transcriptase inhibitor efavirenz stimulates replication of human immunodeficiency virus type 1 harboring certain non-nucleoside resistance mutations,Wang J,10.1016/j.virol.2010.03.018,2010,NR,,0,,,,,
the origins of sexually transmitted hiv among men who have sex with men,Butler DM,10.1126/scitranslmed.3000447,2010,NR,,0,,,,,
the predictive role of circulating serum free light chains (sflc) in hiv-associated non hodgkin's lymphoma (nhl) and hodgkin's disease (hd) and its correlation with effective combined antiretroviral treatment (cart),Bibas M,,2010,NR,,0,,,,,
the ring-ch ligase k5 antagonizes restriction of kshv and hiv-1 particle release by mediating ubiquitin-dependent endosomal degradation of tetherin,Pardieu C,10.1371/journal.ppat.1000843,2010,NR,,0,,,,,
thermodynamic examination of conserved sequences of tar rna in hiv-1,Hannan PL,,2010,NR,,0,,,,,
tiered categorization of a diverse panel of hiv-1 env pseudoviruses for assessment of neutralizing antibodies,Seaman MS,10.1128/JVI.02108-09,2010,NR,,0,,,,,
the role of transmitted hla associated gag polymorphisms in defining hiv-1 set-point viral load and in vitro replicative fitness,Prince JL,10.1089/aid.2010.9998,2010,NR,,0,,,,,
to tell or not to tell: managing hiv/aids disclosure in a low-prevalence context,Adedimeji A,10.1080/17290376.2010.9724951,2010,NR,,0,,,,,
toward an antibody-based hiv-1 vaccine,Hoxie JA,10.1146/annurev.med.60.042507.164323,2010,NR,,0,,,,,
"two clusters of hiv-1 infection, rural idaho, usa, 2008",Nett RJ,10.3201/eid1611.100857,2010,NR,,0,,,,,
unique aspects of the care of hiv-positive latino patients living in the united states,Garland,10.1007/s11904-010-0049-1,2010,NR,,0,,,,,
transmission networks of hiv-1 among men having sex with men in the netherlands,Bezemer D,10.1097/QAD.0b013e328333ddee,2010,NR,,0,,,,,
"uptake of prenatal hiv testing in hai phong province, vietnam",Nguyen LT,,2010,NR,,0,,,,,
"transmission of hiv-1 drug-resistant mutations among treatment-naive infected patients in tel-aviv, israel: emergence of a cluster harbouring the major protease l90m mutation",Turner D,,2010,NR,,0,,,,,
using genomic signatures for hiv-1 sub-typing,Pandit A,10.1186/1471-2105-11-S1-S26,2010,NR,,0,,,,,
"near full-length sequence analysis of a novel hiv-1 c/crf01_ae recombinant variant from yunnan, china",Li Lin,10.1089/aid.2010.0116,2010,NR,,0,,,,,
"hiv and culture confluence: cross-cultural experiences on hiv, gender and education from johannesburg conference",Wangulu,,2010,NR,,0,,,,,
varied sensitivity to therapy of hiv-1 strains in cd4+ lymphocyte sub-populations upon art initiation,Heeregrave EJ,10.1186/1742-6405-7-42,2010,NR,,0,,,,,
treatment-mediated alterations in hiv fitness preserve cd4+ t cell counts but have minimal effects on viral load,Vaidya NK,10.1371/journal.pcbi.1001012,2010,NR,,0,,,,,
tribal ethnicity and cyp2b6 genetics in ugandan and zimbabwean populations in the uk: implications for efavirenz dosing in hiv infection,Jamshidi Y,10.1093/jac/dkq369,2010,NR,,0,,,,,
viral evolution and escape during acute hiv-1 infection,Boutwell CL,10.1086/655653,2010,NR,,0,,,,,
attitude of intending couple toward compulsory hiv screening test: a means to control the spread of hiv infection,Momoh,,2010,NR,,0,,,,,
two independent epidemics of hiv in maryland,Carr JK,10.1097/QAI.0b013e3181e0c3b3,2010,NR,,0,,,,,
w-curve alignments for hiv-1 genomic comparisons,Cork DJ,10.1371/journal.pone.0010829,2010,NR,,0,,,,,
variations in autologous neutralization and cd4 dependence of b12 resistant hiv-1 clade c env clones obtained at different time points from antiretroviral naive indian patients with recent infection,Ringe R,10.1186/1742-4690-7-76,2010,NR,,0,,,,,
"violence, abuse, alcohol and drug use, and sexual behaviors in street children of greater cairo and alexandria, egypt (special issue: progress in hiv research in the middle east and north africa: new study methods, results, and implications for prevention and care)",Nada,10.1097/01.aids.0000386732.02425.d1,2010,NR,,0,,,,,
viro-immunological dynamics in hiv-1-infected subjects receiving once-a-week emtricitabine to delay treatment change after failure: a pilot randomised trial,Soria A,10.1016/j.jcv.2009.12.007,2010,NR,,0,,,,,
"""keep holy distance and abstain till he comes"": interrogating a pentecostal church's engagements with hiv/aids and the youth in kenya (special issue: christianity and hiv/aids in east and southern africa)",Parsitau,10.2979/AFT.2009.56.1.44,2009,NR,,0,,,,,
a case of undetected hiv-1 rna by nat testing in an anti-hiv positive donor,Foglieni B,,2009,NR,,0,,,,,
"a public health model for the molecular surveillance of hiv transmission in san diego, california",Smith DM,10.1097/QAD.0b013e32831d2a81,2009,NR,,0,,,,,
"a study of knowledge, sexual behaviour and practices regarding hiv/aids among long distance truck drivers",Sanjeev K,,2009,NR,,0,,,,,
adaptations across clinical sites of an integrated treatment model for persons with hiv and substance abuse,Lombard F,10.1089/apc.2008.0260,2009,NR,,0,,,,,
a framework of sexual partnerships: risks and implications for hiv prevention in africa,Green EC,10.1111/j.1728-4465.2009.00187.x,2009,NR,,0,,,,,
"an analysis of hiv-related risk behaviors of men having sex with men (msm), using respondent driven sampling (rds), in albania",Sharra,,2009,NR,,0,,,,,
an exploratory study on the social and genotypic clustering of hiv infection in men having sex with men,Lee SS,10.1097/QAD.0b013e32832dc025,2009,NR,,0,,,,,
analysis of the diversity of the hiv-1 pol gene and drug resistance associated changes among drug-naive patients in burkina faso,Tebit DM,10.1002/jmv.21600,2009,NR,,0,,,,,
an african perspective on mucosal immunity and hiv-1,Pala P,10.1038/mi.2009.23,2009,NR,,0,,,,,
analysis of neutralization specificities in polyclonal sera derived from human immunodeficiency virus type 1-infected individuals,Li Y,10.1128/JVI.01992-08,2009,NR,,0,,,,,
antiretroviral therapy restores diversity in the t-cell receptor v beta repertoire of cd4 t-cell subpopulations among human immunodeficiency virus type 1-infected children and adolescents,Yin,10.1128/CVI.00074-09,2009,NR,,0,,,,,
"adherence to anti-retroviral therapy among hiv patients in bangalore, india",Cauldbeck MB,10.1186/1742-6405-6-7,2009,NR,,0,,,,,
association between mutations affects drug resistance selection by single-dose nevirapine in hiv-1 subtype c,Kantor R,,2009,NR,,0,,,,,
barriers and opportunities for recruitment for nonintervention studies on hiv risk: perspectives of street drug users,Oransky,10.3109/10826080802543671,2009,NR,,0,,,,,
biological signature characteristics of primary isolates from human immunodeficiency virus type 1 group o in ex vivo human tonsil histocultures,Geuenich S,10.1128/JVI.00928-09,2009,NR,,0,,,,,
an evaluation of performance-arts based hiv-prevention events in london with 13-16 year olds,Campbell T,10.1177/1757913909341615,2009,NR,,0,,,,,
an ssdna virus infecting archaea: a new lineage of viruses with a membrane envelope,Pietila MK,10.1111/j.1365-2958.2009.06642.x,2009,NR,,0,,,,,
analysis of hiv dna molecules in single infected cells from recently and chronically infected patients,Palmer S,,2009,NR,,0,,,,,
black men who have sex with men and the association of down-low identity with hiv risk behavior (special issue: mentoring for diversity in the mental health of hiv/aids),Bond,10.2105/AJPH.2007.127217,2009,NR,,0,,,,,
carriage of candida species in oral cavities of hiv infected patients in south india,Girish Kumar CP,10.1111/j.1439-0507.2008.01534.x,2009,NR,,0,,,,,
ccr5- and cxcr4-tropic subtype c human immunodeficiency virus type 1 isolates have a lower level of pathogenic fitness than other dominant group m subtypes: implications for the epidemic,Abraha A,10.1128/JVI.02051-08,2009,NR,,0,,,,,
"assessing motivations to engage in intentional condomless anal intercourse in hiv risk contexts (""bareback sex"") among men who have sex with men",Bauermeister JA,10.1521/aeap.2009.21.2.156,2009,NR,,0,,,,,
broad diversity of neutralizing antibodies isolated from memory b cells in hiv-infected individuals,Scheid JF,10.1038/nature07930,2009,NR,,0,,,,,
characterizing social support: global and specific social support experiences of hiv-infected youth,Abramowitz S,10.1089/apc.2008.0194,2009,NR,,0,,,,,
cliniconeuropathologic correlates of human immunodeficiency virus in the era of antiretroviral therapy,Everall I,10.3109/13550280903131915,2009,NR,,0,,,,,
building infrastructure for hiv/aids and mental health research at institutions serving minorities,Yanagihara R,10.2105/AJPH.2008.136903,2009,NR,,0,,,,,
close phylogenetic relationship between angolan and romanian hiv-1 subtype f1 isolates,Guimaraes ML,10.1186/1742-4690-6-39,2009,NR,,0,,,,,
cluster of acute hcv genotype 4 infections among hiv-positive men who have sex with men (msm),Vogel M,10.1002/hep.23303,2009,NR,,0,,,,,
cd3zeta down-modulation may explain vgamma9vdelta2 t lymphocytes anergy in hiv-infected patients,Sacchi A,10.1007/s15010-009-1002-3,2009,NR,,0,,,,,
non-random pre-transcriptional evolution in hiv-1 a refutation of the foundational conditions for neutral evolution,Valenzuela CY,10.1590/S1415-47572009005000025,2009,NR,,0,,,,,
"comparison of substance use and risky sexual behavior among a diverse sample of urban, hiv-positive men who have sex with men",Hatfield LA,10.1080/10550880903014726,2009,NR,,0,,,,,
"cost of treatment: the single biggest obstacle to hiv/aids treatment adherence in lower-middle class patients in mumbai, india",Naik E,10.4103/0253-7184.55476,2009,NR,,0,,,,,
"cross-subtype neutralization sensitivity despite monoclonal antibody resistance among early subtype a, c, and d envelope variants of human immunodeficiency virus type 1",Blish CA,10.1128/JVI.00673-09,2009,NR,,0,,,,,
current and novel inhibitors of hiv protease,Pokorna,,2009,NR,,0,,,,,
common genetic variation and the control of hiv-1 in humans,Fellay J,10.1371/journal.pgen.1000791,2009,NR,,0,,,,,
design of peptide-based inhibitors for human immunodeficiency virus type 1 strains resistant to t-20,Izumi K,10.1074/jbc.M807169200,2009,NR,,0,,,,,
detection of the protease codon 35 amino acid insertion in sequences from treatment-naive hiv-1 subtype c infected individuals in the central region of portugal,Pereira-Vaz J,10.1016/j.jcv.2009.06.019,2009,NR,,0,,,,,
comparison of commonly used real-time pcr methods to detect and quantify hiv-1 proviral dna in infected patients,Rozera G,10.1111/j.1469-0691.2009.02858.x,2009,NR,,0,,,,,
"comparison of hiv type 1 sequences from plasma, cell-free breast milk, and cell-associated breast milk viral populations in treated and untreated women in mozambique",Andreotti M,10.1089/aid.2008.0276,2009,NR,,0,,,,,
development of a panel of well-characterized human immunodeficiency virus type 1 isolates from newly diagnosed patients including acute and recent infections,Fernandez-Garcia A,10.1089/aid.2008.0174,2009,NR,,0,,,,,
